Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Delta Time (s)	SNR NIST Quick (dB)	Tag	Notes	VF2
1148	Spectrogram 1	8	256511.840000000	256513.990000000	57.300	248.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	11.8400	2.1500	19.49	NARW		v
1149	Spectrogram 1	4	256515.010000000	256517.270000000	72.500	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	15.0100	2.2600	20.02	NARW		v
1150	Spectrogram 1	6	256556.270000000	256558.820000000	53.400	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	56.2700	2.5500	21.59	NARW		v
1151	Spectrogram 1	3	256560.970000000	256563.510000000	87.800	274.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	60.9700	2.5400	16.15	NARW		v
1152	Spectrogram 1	4	256561.930000000	256564.420000000	64.900	236.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	61.9300	2.4900	16.55	NARW		v
1153	Spectrogram 1	6	256649.550000000	256651.360000000	95.400	236.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	149.5500	1.8100	16.77	NARW		v
1154	Spectrogram 1	3	256654.520000000	256655.520000000	65.900	239.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	154.5200	1.0000	14.82	NARW		v
1155	Spectrogram 1	7	256792.640000000	256795.190000000	76.300	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	292.6400	2.5500	18.14	NARW		v
1156	Spectrogram 1	11	256794.790000000	256796.940000000	68.700	240.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	294.7900	2.1500	18.13	NARW		v
1157	Spectrogram 1	6	256797.060000000	256799.430000000	38.200	221.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	297.0600	2.3700	22.37	NARW		v
1158	Spectrogram 1	4	256799.320000000	256801.020000000	30.500	213.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	299.3200	1.7000	19.38	NARW		v
1159	Spectrogram 1	7	256819.190000000	256821.850000000	64.900	267.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	319.1900	2.6600	19.55	NARW		v
1160	Spectrogram 1	11	256821.680000000	256823.830000000	72.500	274.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	321.6800	2.1500	19.58	NARW		v
1161	Spectrogram 1	8	256822.530000000	256824.570000000	80.200	229.000		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	322.5300	2.0400	15.33	NARW		v
1162	Spectrogram 1	6	256824.450000000	256826.490000000	91.600	274.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	324.4500	2.0400	18.71	NARW		v
1163	Spectrogram 1	4	256826.210000000	256828.580000000	53.400	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	326.2100	2.3700	18.80	NARW		v
1164	Spectrogram 1	7	256888.190000000	256889.830000000	95.400	282.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	388.1900	1.6400	17.31	NARW		v
1165	Spectrogram 1	11	256890.050000000	256892.260000000	76.300	267.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	390.0500	2.2100	18.27	NARW		v
1166	Spectrogram 1	6	256892.660000000	256894.300000000	91.600	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	392.6600	1.6400	17.11	NARW		v
1167	Spectrogram 1	7	256892.890000000	256894.870000000	87.800	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	392.8900	1.9800	17.62	NARW		v
1168	Spectrogram 1	4	256894.360000000	256896.850000000	80.200	297.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	394.3600	2.4900	17.89	NARW		v
1169	Spectrogram 1	11	256894.700000000	256896.620000000	99.200	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	394.7000	1.9200	15.14	NARW		v
1170	Spectrogram 1	7	256896.450000000	256898.260000000	106.900	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	396.4500	1.8100	14.64	NARW		v
1171	Spectrogram 1	11	256898.320000000	256900.070000000	110.700	271.000		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	398.3200	1.7500	14.56	NARW		v
1172	Spectrogram 1	7	256922.430000000	256924.700000000	53.400	274.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	422.4300	2.2700	21.80	NARW		v
1173	Spectrogram 1	11	256924.130000000	256926.680000000	3.800	225.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	424.1300	2.5500	22.97	NARW		v
1174	Spectrogram 1	6	256927.130000000	256929.390000000	57.300	202.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	427.1300	2.2600	19.86	NARW		v
1175	Spectrogram 1	4	256929.000000000	256930.640000000	53.400	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	429.0000	1.6400	18.50	NARW		v
1176	Spectrogram 1	7	256950.220000000	256952.880000000	68.700	335.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	450.2200	2.6600	22.52	NARW		v
1177	Spectrogram 1	11	256952.600000000	256954.750000000	61.100	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	452.6000	2.1500	18.82	NARW		v
1178	Spectrogram 1	7	257013.900000000	257016.050000000	80.200	309.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	513.9000	2.1500	18.37	NARW		v
1179	Spectrogram 1	11	257016.000000000	257018.260000000	68.700	301.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	516.0000	2.2600	18.56	NARW		v
1180	Spectrogram 1	6	257018.490000000	257020.470000000	64.900	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	518.4900	1.9800	18.59	NARW		v
1181	Spectrogram 1	4	257020.350000000	257022.510000000	38.200	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	520.3500	2.1600	21.65	NARW		v
1182	Spectrogram 1	3	257023.520000000	257025.560000000	72.500	290.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	523.5200	2.0400	16.88	NARW		v
1183	Spectrogram 1	7	257056.180000000	257058.390000000	72.500	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	556.1800	2.2100	17.50	NARW		v
1184	Spectrogram 1	11	257058.280000000	257060.660000000	80.200	236.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	558.2800	2.3800	16.36	NARW		v
1185	Spectrogram 1	4	257062.750000000	257064.160000000	68.700	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	562.7500	1.4100	15.30	NARW		v
1186	Spectrogram 1	9	257094.160000000	257096.190000000	72.500	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	594.1600	2.0300	18.10	NARW	?	v
1187	Spectrogram 1	7	257095.400000000	257098.180000000	72.500	305.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	595.4000	2.7800	18.56	NARW		v
1188	Spectrogram 1	11	257097.720000000	257100.040000000	61.100	293.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	597.7200	2.3200	19.08	NARW		v
1189	Spectrogram 1	6	257100.780000000	257102.530000000	38.200	236.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	600.7800	1.7500	21.27	NARW		v
1190	Spectrogram 1	4	257102.650000000	257104.570000000	72.500	271.000		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	602.6500	1.9200	17.28	NARW		v
1191	Spectrogram 1	7	257128.400000000	257130.330000000	76.300	316.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	628.4000	1.9300	18.13	NARW		v
1192	Spectrogram 1	11	257130.040000000	257132.310000000	49.600	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	630.0400	2.2700	18.86	NARW		v
1193	Spectrogram 1	7	257193.550000000	257195.650000000	95.400	282.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	693.5500	2.1000	14.50	NARW		v
1194	Spectrogram 1	11	257195.080000000	257197.290000000	76.300	267.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	695.0800	2.2100	15.04	NARW		v
1195	Spectrogram 1	7	257201.310000000	257203.910000000	76.300	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	701.3100	2.6000	16.29	NARW		v
1196	Spectrogram 1	11	257203.680000000	257206.680000000	118.300	320.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	703.6800	3.0000	14.88	NARW		v
1197	Spectrogram 1	7	257238.550000000	257240.700000000	64.900	248.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_231500Z.aif	71485MD03_002K_M12_multi_20160128_231500Z.aif	738.5500	2.1500	17.51	NARW		v
1198	Spectrogram 1	7	257480.750000000	257482.960000000	49.600	293.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	80.7500	2.2100	23.57	NARW		v
1199	Spectrogram 1	11	257482.850000000	257485.170000000	72.500	232.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	82.8500	2.3200	16.09	NARW		v
1200	Spectrogram 1	7	257513.920000000	257516.130000000	61.100	267.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	113.9200	2.2100	20.72	NARW		v
1201	Spectrogram 1	11	257515.850000000	257518.450000000	49.600	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	115.8500	2.6000	19.77	NARW		v
1202	Spectrogram 1	6	257518.280000000	257521.170000000	34.400	217.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	118.2800	2.8900	17.48	NARW		v
1203	Spectrogram 1	4	257520.150000000	257522.870000000	64.900	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	120.1500	2.7200	17.06	NARW		v
1204	Spectrogram 1	3	257523.380000000	257525.530000000	38.200	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	123.3800	2.1500	16.29	NARW		v
1205	Spectrogram 1	7	257559.490000000	257561.360000000	110.700	267.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	159.4900	1.8700	16.33	NARW		v
1206	Spectrogram 1	11	257560.850000000	257563.170000000	95.400	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	160.8500	2.3200	13.85	NARW		v
1207	Spectrogram 1	6	257563.960000000	257565.770000000	87.800	259.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	163.9600	1.8100	17.19	NARW		v
1208	Spectrogram 1	4	257565.880000000	257567.810000000	91.600	301.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	165.8800	1.9300	17.20	NARW		v
1209	Spectrogram 1	7	257591.410000000	257593.110000000	64.900	259.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	191.4100	1.7000	19.48	NARW		v
1210	Spectrogram 1	11	257593.620000000	257595.370000000	64.900	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	193.6200	1.7500	18.31	NARW		v
1211	Spectrogram 1	8	257594.410000000	257596.960000000	26.700	274.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	194.4100	2.5500	23.93	NARW		v
1212	Spectrogram 1	6	257596.050000000	257597.980000000	49.600	225.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	196.0500	1.9300	17.88	NARW		v
1213	Spectrogram 1	4	257597.860000000	257600.580000000	68.700	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	197.8600	2.7200	16.04	NARW		v
1214	Spectrogram 1	7	257698.220000000	257700.660000000	57.300	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	298.2200	2.4400	22.74	NARW		v
1215	Spectrogram 1	9	257699.350000000	257701.670000000	84.000	293.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	299.3500	2.3200	16.33	NARW		v
1216	Spectrogram 1	11	257700.430000000	257702.470000000	30.500	278.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	300.4300	2.0400	23.79	NARW		v
1217	Spectrogram 1	6	257702.980000000	257705.010000000	49.600	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	302.9800	2.0300	19.81	NARW		v
